ref,info
8921123,"<member type=""node"" ref=""6047997502"" role=""""/><tag k=""public_transport"" v=""stop_area""/><tag k=""public_transport:version"" v=""2""/><tag k=""type"" v=""public_transport""/>"
9468605,"<member type=""node"" ref=""10166428199"" role=""label""/><member type=""way"" ref=""260850608"" role=""outer""/><member type=""way"" ref=""192680179"" role=""outer""/><member type=""way"" ref=""682412590"" role=""outer""/><member type=""way"" ref=""418085085"" role=""outer""/><member type=""way"" ref=""205798560"" role=""outer""/><tag k=""admin_level"" v=""8""/><tag k=""boundary"" v=""administrative""/><tag k=""name"" v=""Phường 4""/><tag k=""name:en"" v=""Ward 4""/><tag k=""type"" v=""boundary""/><tag k=""wikidata"" v=""Q2966742""/><tag k=""wikipedia"" v=""vi:Phường 4, Quận 4""/>"
9487536,"<member type=""way"" ref=""220425964"" role=""outer""/><member type=""way"" ref=""683910638"" role=""outer""/><tag k=""addr:housenumber"" v=""300A""/><tag k=""addr:street"" v=""Nguyễn Tất Thành""/><tag k=""amenity"" v=""university""/><tag k=""name"" v=""Trường Đại học Nguyễn Tất Thành""/><tag k=""name:en"" v=""Nguyen Tat Thanh University""/><tag k=""name:id"" v=""Universitas Nguyen Tat Thanh""/><tag k=""name:ms"" v=""Universiti Nguyen Tat Thanh""/><tag k=""name:ru"" v=""Нгуен Тат Тханский Университет""/><tag k=""name:zh"" v=""阮必成大学""/><tag k=""type"" v=""multipolygon""/>"
9491834,"<member type=""way"" ref=""684156664"" role=""outer""/><member type=""way"" ref=""684156663"" role=""inner""/><tag k=""building"" v=""yes""/><tag k=""type"" v=""multipolygon""/>"
9620673,"<member type=""way"" ref=""692126119"" role=""outer""/><member type=""way"" ref=""692126120"" role=""outer""/><tag k=""building"" v=""yes""/><tag k=""name"" v=""tòa nhà FPT Tân Thuận 2""/><tag k=""type"" v=""multipolygon""/>"
9653734,"<member type=""way"" ref=""1218693155"" role=""from""/><member type=""way"" ref=""682105048"" role=""via""/><member type=""way"" ref=""466039048"" role=""to""/><tag k=""except"" v=""moped;mofa;bicycle;motorcycle""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
9653736,"<member type=""way"" ref=""722054811"" role=""from""/><member type=""way"" ref=""682105048"" role=""via""/><member type=""way"" ref=""1218693155"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle;mofa;moped""/><tag k=""restriction"" v=""no_left_turn""/><tag k=""type"" v=""restriction""/>"
9671433,"<member type=""way"" ref=""695895052"" role=""outer""/><member type=""way"" ref=""695895031"" role=""inner""/><tag k=""area"" v=""yes""/><tag k=""highway"" v=""pedestrian""/><tag k=""type"" v=""multipolygon""/>"
9671638,"<member type=""way"" ref=""695900410"" role=""outer""/><member type=""way"" ref=""695900411"" role=""inner""/><tag k=""area"" v=""yes""/><tag k=""leisure"" v=""track""/><tag k=""type"" v=""multipolygon""/>"
9675251,"<member type=""way"" ref=""696114973"" role=""from""/><member type=""way"" ref=""696114975"" role=""via""/><member type=""way"" ref=""327048058"" role=""to""/><tag k=""except"" v=""motorcycle;moped;mofa;bicycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
9797865,"<member type=""node"" ref=""10166428197"" role=""label""/><member type=""way"" ref=""704616390"" role=""outer""/><member type=""way"" ref=""704616392"" role=""outer""/><member type=""way"" ref=""682412589"" role=""outer""/><member type=""way"" ref=""682412590"" role=""outer""/><member type=""way"" ref=""704616389"" role=""outer""/><member type=""way"" ref=""418085081"" role=""outer""/><member type=""way"" ref=""1180613836"" role=""outer""/><member type=""way"" ref=""704616393"" role=""outer""/><member type=""way"" ref=""418085084"" role=""outer""/><tag k=""admin_level"" v=""8""/><tag k=""boundary"" v=""administrative""/><tag k=""name"" v=""Phường 8""/><tag k=""type"" v=""boundary""/><tag k=""wikidata"" v=""Q2792874""/><tag k=""wikipedia"" v=""vi:Phường 8, Quận 4""/>"
9797866,"<member type=""node"" ref=""10166428196"" role=""label""/><member type=""way"" ref=""704616390"" role=""outer""/><member type=""way"" ref=""418085084"" role=""outer""/><member type=""way"" ref=""189199314"" role=""outer""/><member type=""way"" ref=""189619670"" role=""outer""/><member type=""way"" ref=""192680136"" role=""outer""/><member type=""way"" ref=""192680147"" role=""outer""/><member type=""way"" ref=""189618477"" role=""outer""/><member type=""way"" ref=""704616389"" role=""outer""/><member type=""way"" ref=""192680179"" role=""outer""/><member type=""way"" ref=""192035996"" role=""outer""/><tag k=""admin_level"" v=""8""/><tag k=""boundary"" v=""administrative""/><tag k=""name"" v=""Phường 9""/><tag k=""name:ko"" v=""9방""/><tag k=""type"" v=""boundary""/><tag k=""wikidata"" v=""Q2869123""/><tag k=""wikipedia"" v=""vi:Phường 9, Quận 4""/>"
9856326,"<member type=""way"" ref=""708678320"" role=""main_stream""/><tag k=""name"" v=""Sông Sài Gòn""/><tag k=""name:en"" v=""Saigon River""/><tag k=""name:ko"" v=""사이공강""/><tag k=""name:vi"" v=""Sông Sài Gòn""/><tag k=""name:zh"" v=""西貢河""/><tag k=""type"" v=""waterway""/><tag k=""waterway"" v=""river""/><tag k=""wikidata"" v=""Q1060805""/><tag k=""wikipedia"" v=""vi:Sông Sài Gòn""/>"
9976475,"<member type=""way"" ref=""719481733"" role=""from""/><member type=""way"" ref=""719481731"" role=""via""/><member type=""way"" ref=""719481732"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-09:00,16:00-19:00)""/><tag k=""type"" v=""restriction""/>"
9976514,"<member type=""way"" ref=""719483910"" role=""from""/><member type=""way"" ref=""716746056"" role=""to""/><member type=""node"" ref=""5762711577"" role=""via""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
9976553,"<member type=""way"" ref=""719487196"" role=""via""/><member type=""way"" ref=""719488294"" role=""to""/><member type=""way"" ref=""723231630"" role=""from""/><tag k=""except"" v=""motorcycle;bicycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
9976568,"<member type=""way"" ref=""609372747"" role=""from""/><member type=""node"" ref=""3338020342"" role=""intersection""/><member type=""way"" ref=""327090292"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Nút GiaoTân Kiên;Huyện Bình Chánh""/><tag k=""type"" v=""destination_sign""/>"
9976569,"<member type=""way"" ref=""609372747"" role=""from""/><member type=""node"" ref=""3338020342"" role=""intersection""/><member type=""way"" ref=""189017071"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Chợ Bến Thành""/><tag k=""type"" v=""destination_sign""/>"
9979453,"<member type=""way"" ref=""719992111"" role=""from""/><member type=""way"" ref=""719977778"" role=""via""/><member type=""way"" ref=""719977779"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
9981510,"<member type=""way"" ref=""817115867"" role=""from""/><member type=""way"" ref=""720220135"" role=""via""/><member type=""way"" ref=""720220134"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-09:00,16:00-20:00)""/><tag k=""type"" v=""restriction""/>"
9996672,"<member type=""way"" ref=""39513492"" role=""from""/><member type=""node"" ref=""6770152600"" role=""via""/><member type=""way"" ref=""721696783"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle""/><tag k=""restriction:conditional"" v=""no_right_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
9997328,"<member type=""way"" ref=""706363351"" role=""from""/><member type=""way"" ref=""706363353"" role=""via""/><member type=""way"" ref=""706363349"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10001057,"<member type=""way"" ref=""722046852"" role=""from""/><member type=""node"" ref=""2305201711"" role=""intersection""/><member type=""way"" ref=""165283698"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Quận 1;Phù Đổng;Công Trường Dân Chủ""/><tag k=""distance"" v=""1;1.5;3""/><tag k=""type"" v=""destination_sign""/>"
10001189,"<member type=""node"" ref=""4612970106"" role=""intersection""/><member type=""way"" ref=""722054812"" role=""from""/><member type=""way"" ref=""817914013"" role=""from""/><member type=""way"" ref=""703307395"" role=""from""/><member type=""way"" ref=""703307399"" role=""from""/><member type=""way"" ref=""703307398"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Chợ Lớn""/><tag k=""type"" v=""destination_sign""/>"
10001190,"<member type=""node"" ref=""5762736900"" role=""intersection""/><member type=""way"" ref=""722054812"" role=""from""/><member type=""way"" ref=""817914013"" role=""from""/><member type=""way"" ref=""722054810"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Chợ Bến Thành""/><tag k=""type"" v=""destination_sign""/>"
10001191,"<member type=""node"" ref=""4612970107"" role=""intersectioni""/><member type=""way"" ref=""722054812"" role=""from""/><member type=""way"" ref=""817914013"" role=""from""/><member type=""way"" ref=""703307395"" role=""from""/><member type=""way"" ref=""703307400"" role=""to""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Ngă 6 Phù Đổng Thiên Vương""/><tag k=""type"" v=""destination_sign""/>"
10004622,"<member type=""way"" ref=""32588971"" role=""from""/><member type=""way"" ref=""689466826"" role=""via""/><member type=""way"" ref=""722274174"" role=""to""/><tag k=""except"" v=""bicycle;moped;mofa;motorcycle""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-21:00)""/><tag k=""type"" v=""restriction""/>"
10011881,"<member type=""way"" ref=""32577211"" role=""from""/><member type=""node"" ref=""366423107"" role=""via""/><member type=""way"" ref=""468616401"" role=""to""/><tag k=""except"" v=""motorcycle;moped;bicycle""/><tag k=""restriction"" v=""no_left_turn""/><tag k=""type"" v=""restriction""/>"
10020526,"<member type=""way"" ref=""723224778"" role=""from""/><member type=""way"" ref=""723224780"" role=""via""/><member type=""way"" ref=""723224779"" role=""to""/><tag k=""except"" v=""bicycle;moped;mofa;motorcycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10020623,"<member type=""way"" ref=""1321762236"" role=""from""/><member type=""way"" ref=""723231631"" role=""via""/><member type=""way"" ref=""723231630"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10020908,"<member type=""way"" ref=""722007164"" role=""from""/><member type=""node"" ref=""6772729950"" role=""intersection""/><tag k=""colour:arrow"" v=""white""/><tag k=""colour:back"" v=""blue""/><tag k=""colour:text"" v=""white""/><tag k=""destination"" v=""Cảng Sài Gòn""/><tag k=""type"" v=""destination_sign""/>"
10024273,"<member type=""way"" ref=""189067514"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle""/><tag k=""restriction:conditional"" v=""no_left_turn @ (11:00-12:00,17:00-18:00)""/><tag k=""type"" v=""restriction""/>"
10024671,"<member type=""way"" ref=""59528581"" role=""from""/><member type=""way"" ref=""723550028"" role=""via""/><member type=""way"" ref=""1226376020"" role=""to""/><tag k=""except"" v=""motorcycle;mofa;moped;bicycle""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-09:00,16:00-19:00)""/><tag k=""type"" v=""restriction""/>"
10028503,"<member type=""way"" ref=""706363349"" role=""from""/><member type=""way"" ref=""723813474"" role=""via""/><member type=""way"" ref=""706363351"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10028710,"<member type=""way"" ref=""723823265"" role=""from""/><member type=""way"" ref=""723823266"" role=""to""/><member type=""node"" ref=""11953547344"" role=""via""/><tag k=""implicit"" v=""yes""/><tag k=""restriction"" v=""no_right_turn""/><tag k=""type"" v=""restriction""/>"
10029556,"<member type=""way"" ref=""723880082"" role=""from""/><member type=""way"" ref=""723880080"" role=""to""/><member type=""node"" ref=""5762610094"" role=""via""/><tag k=""except"" v=""bicycle;moped;mofa;motorcycle""/><tag k=""restriction:conditional"" v=""no_right_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10032088,"<member type=""way"" ref=""703307397"" role=""from""/><member type=""node"" ref=""5762736901"" role=""via""/><member type=""way"" ref=""703307393"" role=""to""/><tag k=""except"" v=""motorcycle;moped;mofa;bicycle;bus""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10032089,"<member type=""way"" ref=""703307397"" role=""from""/><member type=""way"" ref=""703307393"" role=""via""/><member type=""way"" ref=""703307395"" role=""to""/><tag k=""except"" v=""motorcycle;moped;mofa;bicycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10032090,"<member type=""way"" ref=""722054811"" role=""from""/><member type=""way"" ref=""682105048"" role=""via""/><member type=""way"" ref=""724060393"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle;moped;mofa""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
10032693,"<member type=""way"" ref=""1220172472"" role=""from""/><member type=""way"" ref=""682105048"" role=""via""/><member type=""way"" ref=""466039048"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle;moped;mofa""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10032694,"<member type=""way"" ref=""1220172472"" role=""from""/><member type=""way"" ref=""682105048"" role=""to""/><member type=""node"" ref=""4609314796"" role=""via""/><tag k=""except"" v=""bicycle;moped;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10036298,"<member type=""way"" ref=""721742698"" role=""from""/><member type=""way"" ref=""32577628"" role=""via""/><member type=""way"" ref=""723225037"" role=""to""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
10036891,"<member type=""way"" ref=""724450708"" role=""from""/><member type=""node"" ref=""1767760204"" role=""via""/><member type=""way"" ref=""724450707"" role=""to""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
10036892,"<member type=""way"" ref=""327048058"" role=""from""/><member type=""way"" ref=""227746179"" role=""via""/><member type=""way"" ref=""720357121"" role=""to""/><tag k=""except"" v=""bicycle;moped;psv;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-09:00,16:00-19:00)""/><tag k=""type"" v=""restriction""/>"
10044325,"<member type=""node"" ref=""2032267208"" role=""via""/><member type=""way"" ref=""723893361"" role=""from""/><member type=""way"" ref=""724125651"" role=""to""/><tag k=""except"" v=""bicycle;moped;motorcycle;mofa""/><tag k=""restriction:conditional"" v=""no_left_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
10246802,"<member type=""way"" ref=""741090692"" role=""inner""/><member type=""way"" ref=""741090691"" role=""inner""/><member type=""way"" ref=""741090694"" role=""inner""/><member type=""way"" ref=""741090693"" role=""outer""/><tag k=""building"" v=""yes""/><tag k=""type"" v=""multipolygon""/>"
10309468,"<member type=""way"" ref=""1267462166"" role=""from""/><member type=""way"" ref=""1157888695"" role=""via""/><member type=""way"" ref=""746537424"" role=""to""/><tag k=""except"" v=""motorcycle;bicycle""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
10309469,"<member type=""way"" ref=""681033885"" role=""from""/><member type=""way"" ref=""205521517"" role=""via""/><member type=""way"" ref=""746537429"" role=""to""/><tag k=""except"" v=""motorcycle;bicycle""/><tag k=""restriction"" v=""no_u_turn""/><tag k=""type"" v=""restriction""/>"
11082303,"<member type=""way"" ref=""801710796"" role=""outer""/><member type=""way"" ref=""341504301"" role=""inner""/><tag k=""area"" v=""yes""/><tag k=""highway"" v=""pedestrian""/><tag k=""type"" v=""multipolygon""/>"
11082304,"<member type=""way"" ref=""801710829"" role=""outer""/><member type=""way"" ref=""801710828"" role=""inner""/><tag k=""building"" v=""apartments""/><tag k=""type"" v=""multipolygon""/>"
11084516,"<member type=""way"" ref=""801950724"" role=""outer""/><member type=""way"" ref=""801950726"" role=""outer""/><member type=""way"" ref=""801950727"" role=""outer""/><tag k=""leisure"" v=""park""/><tag k=""name"" v=""Công viên 30/4""/><tag k=""name:ar"" v=""حديقة 30 أبريل""/><tag k=""name:en"" v=""April 30 Park""/><tag k=""name:es"" v=""parque del 30 de abril""/><tag k=""name:fr"" v=""Parc du 30 Avril""/><tag k=""name:hi"" v=""30 अप्रैल का पार्क""/><tag k=""name:id"" v=""Taman 30 April""/><tag k=""name:ko"" v=""4 월 30 일의 공원""/><tag k=""name:ms"" v=""Taman 30 April""/><tag k=""name:ru"" v=""Парк 30 Апреля""/><tag k=""name:uk"" v=""парк 30 квітня""/><tag k=""name:vi"" v=""Công viên 30 Tháng 4""/><tag k=""name:vi-Hani"" v=""公園巴𠦩𣎃四""/><tag k=""name:zh"" v=""4月30日公園""/><tag k=""type"" v=""multipolygon""/><tag k=""wikidata"" v=""Q66585294""/><tag k=""wikipedia"" v=""vi:Công viên 30 tháng 4""/>"
11087020,"<member type=""way"" ref=""802157446"" role=""inner""/><member type=""way"" ref=""802157447"" role=""outer""/><tag k=""building"" v=""yes""/><tag k=""type"" v=""multipolygon""/>"
11102209,"<member type=""way"" ref=""804047541"" role=""outer""/><member type=""way"" ref=""804047544"" role=""outer""/><member type=""way"" ref=""804047543"" role=""outer""/><member type=""way"" ref=""804047542"" role=""outer""/><member type=""way"" ref=""804047545"" role=""outer""/><tag k=""amenity"" v=""marketplace""/><tag k=""landuse"" v=""retail""/><tag k=""name"" v=""Chợ cũ Tôn Thất Đạm""/><tag k=""name:en"" v=""Old Market""/><tag k=""name:zh"" v=""尊室澹旧市场""/><tag k=""type"" v=""multipolygon""/>"
11102418,"<member type=""way"" ref=""804073947"" role=""outer""/><member type=""way"" ref=""804073951"" role=""inner""/><member type=""way"" ref=""804073948"" role=""inner""/><member type=""way"" ref=""804073949"" role=""inner""/><member type=""way"" ref=""804073950"" role=""inner""/><tag k=""highway"" v=""pedestrian""/><tag k=""type"" v=""multipolygon""/>"
11127541,"<member type=""way"" ref=""806860805"" role=""inner""/><member type=""way"" ref=""806860806"" role=""outer""/><tag k=""building"" v=""yes""/><tag k=""name"" v=""Đội cảnh sát Bảo vệ""/><tag k=""office"" v=""government""/><tag k=""type"" v=""multipolygon""/>"
11134345,"<member type=""way"" ref=""807577741"" role=""outer""/><member type=""way"" ref=""807577740"" role=""inner""/><tag k=""building"" v=""school""/><tag k=""type"" v=""multipolygon""/>"
11141642,"<member type=""way"" ref=""808022760"" role=""outer""/><member type=""way"" ref=""808022761"" role=""inner""/><tag k=""area"" v=""yes""/><tag k=""highway"" v=""pedestrian""/><tag k=""type"" v=""multipolygon""/>"
11143629,"<member type=""way"" ref=""808241921"" role=""outer""/><member type=""way"" ref=""808241920"" role=""inner""/><tag k=""building"" v=""school""/><tag k=""type"" v=""multipolygon""/>"
11260110,"<member type=""way"" ref=""720220141"" role=""from""/><member type=""way"" ref=""817115867"" role=""via""/><member type=""way"" ref=""720220135"" role=""to""/><tag k=""except"" v=""bicycle;motorcycle""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-09:00,16:00-20:00)""/><tag k=""type"" v=""restriction""/>"
11260132,"<member type=""way"" ref=""817914013"" role=""to""/><member type=""way"" ref=""817914011"" role=""via""/><member type=""way"" ref=""703307394"" role=""from""/><tag k=""except"" v=""bicycle;motorcycle;bus""/><tag k=""restriction:conditional"" v=""no_u_turn @ (06:00-22:00)""/><tag k=""type"" v=""restriction""/>"
11322123,"<member type=""way"" ref=""654617276"" role=""main_stream""/><tag k=""name"" v=""Sông Đồng Nai""/><tag k=""name:vi-Hani"" v=""瀧垌狔""/><tag k=""type"" v=""waterway""/><tag k=""waterway"" v=""river""/><tag k=""wikidata"" v=""Q2330067""/><tag k=""wikipedia"" v=""vi:Sông Đồng Nai""/>"
11513593,"<member type=""way"" ref=""744909328"" role=""""/><tag k=""name"" v=""Tàu cao tốc TP. Hồ Chí Minh - Cần Giờ - Vũng Tàu""/><tag k=""operator"" v=""GreenlinesDP""/><tag k=""route"" v=""ferry""/><tag k=""type"" v=""route""/>"
11518661,"<member type=""way"" ref=""838458223"" role=""outer""/><member type=""way"" ref=""838458224"" role=""outer""/><tag k=""building"" v=""school""/><tag k=""name"" v=""Trường THCS Nguyễn Hữu Thọ""/><tag k=""type"" v=""multipolygon""/>"
